Stadium,Biographie,url de l'image,Capacity,Country
Stade_Jos_Nosbaum,"Le stade Jos Nosbaum est un stade de football luxembourgeois situé à Dudelange.
Ce stade de 4 650 places accueille les matchs à domicile du F91 Dudelange, club évoluant dans le championnat du Luxembourg de football de D1.

",Inconnue,2558,Luxemburg
Stade_Josy_Barthel,"Le stade Josy-Barthel (anciennement Stade municipal)  est un stade luxembourgeois de 9 125 places assises en configuration football.
Il se situe dans la ville de Luxembourg (quartier de Belair).
Il est inauguré en 1931. Rénové en 1989-1990, il accueille les matchs de l'équipe nationale de football. Ce stade possède une piste d'athlétisme qui est utilisé par le club du Spora CAL Luxembourg.
Il accueille également les matchs de coupes d'Europe des clubs luxembourgeois, leurs stades respectifs étant trop petits pour accueillir un match de Coupe d'Europe, ainsi que les matches de l'Équipe du Luxembourg de rugby à XV dans le cadre des Qualifications pour la Coupe du monde de rugby à XV 2015.
Il porte le nom de l'athlète et homme politique luxembourgeois Josy Barthel depuis juillet 1993, qui a gagné la médaille d'or du 1 500 mètres aux Jeux olympiques d'été de 1952 à Helsinki.
Il est condamné à être démoli, une fois le nouveau stade de Luxembourg mis en service, initialement en octobre 2019[1],[2], puis repoussé au 1er septembre 2021[3] ; l'ancien stade sera remplacé par des logements[4].

",Inconnue,8054,Luxemburg
Bingu_National_Stadium,"Le Bingu National Stadium est un stade situé à Lilongwe, la capitale du Malawi. Il contient un terrain de football et une piste d'athlétisme.
L'enceinte qui peut accueillir 41 100 personnes est officiellement inaugurée le 28 janvier 2017[1].

",Inconnue,41100,Malawi
Stade_du_26_Mars,"Le stade du 26-Mars a été construit à Bamako en janvier 2001, pour l’organisation de la Coupe d'Afrique des nations de football 2002.
Sa capacité de 90 000 places en fait le plus important stade malien et l'un des plus importants de l'Afrique de l'ouest. Son nom est une référence au coup d’État ayant mis fin à la dictature de Moussa Traoré le 26 mars 1991.
Construit par une entreprise chinoise en partenariat avec des entreprises maliennes, le stade du 26 mars a nécessité 10 000 tonnes de ciment et autant de fer. Le coût de ce stade s'est élevé à 25 millions d'euros, financé par le budget de l’État à hauteur des deux tiers et par un prêt du gouvernement chinois[1]. 
Le stade est situé à 10 kilomètres du centre-ville sur la rive droite, et couvre une superficie de 7 hectares avec des ouvrages modernes. Il comprend une arène principale gazonnée et éclairée et un terrain annexe, une piste d’athlétisme en tartan de huit couloirs et une salle de tennis de table. Il est orné d'une statue en aigle qui symbolise l'emblème du football malien.
Le stade accueille les matchs importants de l'équipe nationale A et a accueilli le match d'ouverture et la finale de la CAN 2002.
Le 19 septembre 2013, il est utilisé comme lieu d'investiture du nouveau président malien Ibrahim Boubacar Keïta, en présence du président français François Hollande qui prononce également un discours à l'adresse du peuple malien[2].

",Inconnue,55000,Mali
Estadio_Alfonso_Lastras,"Le stade Alfonso-Lastras (en espagnol, Estadio Alfonso Lastras) est un stade de football mexicain.

",Inconnue,24000,Mexico
Estadio_Andrés_Quintana_Roo,"L'Estadio Andrés Quintana Roo est un stade de football de 20 000 sièges situé à Cancún, dans l'État de Quintana Roo au Mexique.
Il est nommé en l'honneur de l'homme d'État Andrés Quintana Roo.
C'est le nouveau domicile du club du CF Atlante de la première division mexicaine, construit expressément pour accueillir le club lors de son déménagement en provenance de Mexico.
Le stade a été inauguré le 11 août 2007 par un match contre le Pumas UNAM.
Dès le tournoi d'Apertura 2007, l'Atlante a remporté dans ce stade son troisième titre de la ligue en battant le Pumas UNAM, le 9 décembre 2007.

",//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Estadiopotros.JPG/260px-Estadiopotros.JPG,20000,Mexico
Estadio_Azteca,"Le stade Azteca (estadio Azteca) de Mexico est le premier stade du monde à avoir accueilli deux finales de la Coupe du monde de football. La première a été remportée par l'équipe du Brésil de Pelé en 1970 ; la seconde par l'équipe d'Argentine de Diego Maradona en 1986.
L'América Mexico est le club résident, néanmoins les autres clubs de Mexico y jouent quelquefois pour des derbys ou en Copa Libertadores.
Le stade Azteca est inauguré en 1966 et est alors considéré comme l'un des stades les plus modernes. Le match inaugural oppose Club América au Torino FC le 29 mai 1966 devant 107 494 spectateurs. Le premier but inscrit l'est par le Brésilien Arlindo Dos Santos Cruz et le second par un autre joueur brésilien du Club América, José Alves « Zague ». Le Torino revient ensuite à la marque et la rencontre se termine par un score nul de 2-2. Gustavo Diaz Ordaz, président du Mexique, donna le coup d'envoi symbolique en présence de Stanley Rous, président de la FIFA.
Un système d'éclairage moderne a été inauguré le 5 juin 1966. Le premier but du match a été marqué par le joueur hondurien José Cardona. Durant cette rencontre, Roberto Martínez o Caña Brava a marqué le premier but de l'équipe du Mexique. Le score final fut de 3-1 en faveur du Valencia CF.
La capacité du stade Azteca a été légèrement réduite pour des questions de confort et de sécurité, passant de 114 580 à 105 094 places, ce qui en fait le sixième plus grand stade du monde en termes de capacité.
Le stade a aussi accueilli les Jeux olympiques d'été de 1968, la Coupe du monde 1970, 1986 les Jeux panaméricains de 1975, la Coupe du monde de football des moins de 20 ans en 1983 et la Coupe des confédérations en 1999. Il a également accueilli de grands tournois internationaux tels que la Copa Interamericana et la Copa Libertadores.
Le stade Azteca est aussi utilisé pour des spectacles et des concerts : Michael Jackson (cinq concerts en 1993 avec près de 500 000 spectateurs), U2 (en 2006), Elton John, Maná, Juan Gabriel, Luis Miguel, Gloria Estefan, Jaguares, Lenny Kravitz, Ana Gabriel ou Les Trois Ténors s'y sont produits. Il a également été utilisé pour des événements politiques, dont le meeting de fin de campagne du président mexicain Felipe Calderón en 2006, ainsi que des événements religieux comme lors de la visite du pape Jean-Paul II qui y célébra une messe en 1999[2] et lors de la croisade de T. B. Joshua les 8 et 9 mai 2015.
Depuis 2016, le stade accueille les séries internationales de la NFL, c'est-à-dire un match de saison régulière délocalisé[3]. Cet événement fait suite à un match de championnat abrité en 2005, qui marquait le premier match de saison régulière de NFL joué à l'extérieur du territoire des États-Unis[4].
L'entrée du stade.
Vue plongeante.

",Inconnue,87000,Mexico
Estadio_Azul,"Estadio Azul (traduction littérale : Stade bleu), autrefois appelé Estadio Azulgrana et Estadio de la Ciudad de los Deportes, est un stade d'une capacité de 32,904[1] situé à Mexico.
Il est actuellement utilisé pour des matchs de football et était autrefois utilisé, jusqu'en 1990, pour des matchs de football américain.
Son ancien occupant était le club de Cruz Azul; il a été aussi le domicile du CF Atlante (d'où le surnom de Azulgrana) et a accueilli plusieurs matchs de l'équipe du Mexique de football, surtout au début des années 1990.
Une particularité du stade est que sa surface de jeu est au-dessous du niveau du sol. Également, il est situé juste à côté des Arènes de Mexico, les plus grandes du monde.
Les deux fois où le Mexique a accueilli la Coupe du monde de la FIFA, en 1970 et en 1986, le stade n'a pas été utilisé à cause de l'âge de sa structure, du manque de stationnement et des problèmes de circulation qui auraient été engendrés.

",//upload.wikimedia.org/wikipedia/commons/thumb/3/31/15-07-Mexico-Vorauswahl-RalfR-WMA_0974.jpg/260px-15-07-Mexico-Vorauswahl-RalfR-WMA_0974.jpg,35161,Mexico
Estadio_BBVA_Bancomer,"L'Estadio BBVA est un stade de football ouvert en 2015 situé à Guadalupe, dans l'agglomération de Monterrey, au Mexique. C'est le stade du Club de Fútbol Monterrey qui quitte à  l'Estadio Tecnológico où il jouait depuis 63 ans.
La première rencontre a lieu le 3 août 2015 à l'occasion de la finale de la coupe Eusébio : le CF Monterrey remporte le trophée en s'imposant 3 buts à 0 contre le Benfica Lisbonne.
",Inconnue,53500,Mexico
Estadio_Caliente,"L'Estadio Caliente est un stade de football mexicain.
",Inconnue,27333,Mexico
Estadio_Cuauhtémoc,"L'Estadio Cuauhtémoc est un stade de football situé à Puebla au Mexique (à 110km de Mexico).
Le stade accueille principalement les matchs du club de CF Puebla et celui de Lobos de la BUAP.
Il tient son nom du dernier empereur Aztèque Cuauhtémoc.
Il est inauguré en 1968 et accueillera des matchs des Jeux olympiques d'été de 1968, de la Coupe du monde de football de 1970 et de la Coupe du monde de football de 1986.

",//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Estadio_Cuauht%C3%A9moc_en_2016.jpg/260px-Estadio_Cuauht%C3%A9moc_en_2016.jpg,51726,Mexico
Estadio_Jalisco,"Le stade Jalisco est le troisième plus grand stade mexicain derrière le stade Azteca et le stade olympique (Mexico). Le stade est situé à Guadalajara et sa capacité est de 56 713 places. 
Principalement utilisé pour les matchs de football, le stade Jalisco a plusieurs clubs résidents : le CF Atlas, le Chivas de Guadalajara et le Universidad de Guadalajara.
Le 8 octobre 1954, le président de la Comisión de Fútbol, Alberto Alvo donna son accord à la construction d'un stade à Guadalajara. Le projet fut confiés aux ingénieurs Javier Vallejo et Jaime Obeso qui proposèrent de construire le stade sur l'avenue Ávila Camacho. Cette idée fut rejetée. Le second projet proposa de construire le stade dans le quartier appelé  Colonia Independencia. Ce projet fut validé. 
Le stade fut bénit le 24 janvier 1959 par le cardinal José Garibi y Rivera, et le 31 janvier 1960, le match inaugural eu lieu entre le CF Atlas et le club argentin de San Lorenzo. Le premier buteur fut Norberto Boggio de San Lorenzo et environ 50 000 spectateurs assistèrent à la rencontre pour une recette de 460 000 pesos.
Le stade Jalisco a accueilli de nombreux événements : les Jeux olympiques de 1968, la Coupe du monde de football 1970 et celle de 1986, la Coupe des confédérations 1999. 
Pour les JO de 1968, le stade servit uniquement en football. Au premier tour il accueillit trois matchs du groupe C (Hongrie-Salvador, Hongrie-Ghana et Hongrie Israël) et trois matchs du groupe D (Guatemala-Tchécoslovaquie, Bulgarie-Tchécoslovaquie et Tchécoslovaquie-Thaïlande). Jalisco fut ensuite utilisé pour un quart de finale (Hongrie-Guatemala) et une demi-finale (Bulgarie-Mexique).  
Lors de la Coupe du monde 1970, huit matchs s'y déroulèrent (six au premier tour, puis un quart de finale et une demi-finale). La capacité du stade était alors de 95 261 places.
En 1986, six matchs y furent organisés dont le quart de finale France-Brésil.
Localisation du stade
Vue intérieur
Tribunes
Vue intérieur
 Cliquez sur une vignette pour l’agrandir.

",//upload.wikimedia.org/wikipedia/commons/thumb/0/02/Estadio_jalisco.jpg/260px-Estadio_jalisco.jpg,56713,Mexico
Estadio_Juan_N._López,"L'Estadio Juan N. López est un stade de football mexicain.
",Inconnue,20000,Mexico
Estadio_La_Corregidora,"L'Estadio Corregidora est un stade situé en Querétaro au Mexique (à 145km de Mexico) d'une capacité de 40 785 places. Il est nommé en m'honneur de Josefa Ortiz de Domínguez, partisane de l'indépendance lors de la Guerre d'indépendance du Mexique et souvent appelée « la Corregidora » (son mari Miguel Domínguez, était corregidor de Querétaro.
Dans ce stade, le club de football du Querétaro FC y a élu domicile.
Construit en 1985, issu d'une collaboration mexicaine et allemande, il est considéré comme l'un des plus beaux stades du Mexique en raison de son design.
Ce stade construit en 1985 fut également l'hôte de quelques matchs de la Coupe du monde 1986.
Des concerts s'y sont également déroulés : Rod Stewart, Miguel Bosé, Shakira et autres.
",Inconnue,34130,Mexico
Estadio_León,"L'Estadio León est un stade de football situé à León au Mexique.
Le stade accueille principalement les matchs du Club León.
Il est inauguré en 1967 et accueillera des matchs de la Coupe du monde de football de 1986.
",//upload.wikimedia.org/wikipedia/commons/thumb/3/38/EstadioLeon.jpg/260px-EstadioLeon.jpg,31297,Mexico
Estadio_Marte_R._Gómez,"Le stade Marte R. Gómez est un stade multifonction situé à  Ciudad Victoria (Tamaulipas) au Mexique, et le plus souvent utilisé pour le football.
Il a une capacité de 19 500 et a été ouvert en 1939.
",Inconnue,18000,Mexico
Estadio_Morelos,"L'Estadio Morelos est une enceinte sportive située à Morelia au Mexique. Il est utilisé principalement pour le football. Depuis 1989, c'est le domicile du Monarcas Morelia de la Primera División.
L'Estadio Morelos ouvre ses portes en 1989. L'inauguration officielle a lieu le 9 avril 1989, lors du match Monarcas Morelia-América (victoire 2 buts à 1). Le premier but est inscrit par Juan Ángel Bustos.
Plan
 Cliquez sur une vignette pour l’agrandir.

",//upload.wikimedia.org/wikipedia/commons/thumb/0/03/Estadio_Morelos.jpg/260px-Estadio_Morelos.jpg,38869,Mexico
Estadio_Nemesio_Díez,"Le stade Nemesio-Díez (Estadio Nemesio Díez) est un stade de football situé à Toluca au Mexique.
Le stade accueille principalement les matchs du Club Toluca.
Il est inauguré en 1954 et a accueilli des matchs de la Coupe du monde de football de 1970 et de la Coupe du monde de football de 1986

",//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Estadio_Nemesio_D%C3%ADez.jpg/260px-Estadio_Nemesio_D%C3%ADez.jpg,30000,Mexico
Estadio_Olímpico_Universitario,"Estadio Olímpico Universitario (ou stade olympique de Mexico), est un stade situé à Ciudad Universitaria à Mexico.
Il a été construit en 1952 et était à l'époque le plus grand stade du Mexique.
Il ressemble à un volcan, en raison de la surface sur laquelle il a été construit : la roche volcanique. Ce stade a une capacité de 63 186 places.
Durant les années 1950 et 60, le stade était utilisé surtout pour les matches de football américain entre les plus grandes universités mexicaines : Pumas UNAM et IPN. À partir de la fin des années 1950, le stade était utilisé pour des matches de football, de football américain et des épreuves d'athlétisme. 
C'est le stade olympique des Jeux olympiques d'été de 1968, où ont eu lieu les compétitions d'athlétisme, de football et les cérémonies officielles. Pour l'évènement, la capacité de places assises a été augmentée, passant de 80 000 à 83 700. Les Jeux de Mexico sont aussi ceux de Tommie Smith et John Carlos qui protestèrent contre la ségrégation raciale aux États-Unis durant la cérémonie des médailles du 200 m.
De nombreux records du monde furent battus : 100 m, 200 m et 400 m masculins. Au saut en longueur, la performance de Bob Beamon (8,90 m soit 55 cm de plus que l'ancien record du monde) fut mise en corrélation avec les conditions atmosphériques (2 200 m d'altitude).
Ce stade a aussi accueilli des matchs de football durant la Coupe du monde de football de 1986.

Maintenant, les Pumas UNAM y jouent des matchs de football américain et les Pumas de la Universidad y jouent au football.

",//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Estadio_Olimpico_Universitario_CU.jpg/260px-Estadio_Olimpico_Universitario_CU.jpg,63186,Mexico
Estadio_Tecnológico,"L'Estadio Tecnológico est un stade mexicain basé à Monterrey. Il est la propriété de l'Instituto Tecnológico y de Estudios Superiores de Monterrey et le domicile de l'équipe de football américain de l'institut : Borregos Salvajes.
Le club de football Club de Futbol Monterrey louait le stade t jouait ses matchs jusqu'en 2015.Ils jouent maintenant a l'Estadio BBVA Bancomer
Le stade fut inauguré le 17 juillet 1950 en présence du président mexicain Miguel Alemán Valdés. À l'origine il pouvait contenir jusqu'à 19 000 personnes mais il fut élargi en 1965 et compte aujourd'hui 33485 sièges. Le stade accueillit des matchs de la Coupe du monde de football de 1986.
Le 12 février 2006, le groupe de rock U2 se produisit au stade lors du quatrième concert de son Vertigo Tour devant une foule de 42 000 personnes.

",Inconnue,32662,Mexico
Estadio_Universitario,"L'Estadio Universitario est une enceinte sportive située à San Nicolás de los Garza au Mexique. Il est la propriété de l'Universidad Autónoma de Nuevo León. Il est utilisé par les Tigres UANL.
L'Estadio Universitario ouvre ses portes en 1967. L'inauguration officielle a lieu le 30 mai 1967, lors d'un match du CF Monterrey contre l'Atlético Madrid d'Adelardo Rodríguez (score: 1 but partout). Le premier but est inscrit par Mariano Ubiracy.

",//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Estadio_Universitario_UANL.jpg/260px-Estadio_Universitario_UANL.jpg,41886,Mexico
Estadio_Víctor_Manuel_Reyna,"L'Estadio Zoque VMR est un stade de football mexicain. Il est situé dans la ville de Tuxtla Gutiérrez, au Mexique.
Les lettres VMR correspondent aux initiales de Victor Manuel Reyna (1910-1973), professeur d'éducation physique à Tuxtla.
L'équipe résidente sont les Jaguares de Chiapas, jouant en première division de football mexicain depuis 2002.
Construit en 1982, il accueille à ses débuts jusqu'à 6 000 personnes, avant d'être porté à une capacité de 27 500 places.
Son inauguration a lieu en 1984, entre le Club América et l'équipe des Estudiantes de Chiapas.
Jusqu'en 2009, il s'appelait Estadio Victor Manuel Reyna.
",Inconnue,29508,Mexico
Estadio_Victoria,"L'Estadio Victoria est un stade de football mexicain.
",Inconnue,25494,Mexico
Bolshaya_Sportivnaya_Arena,"La Bolshaya Sportivnaya Arena (en russe : Большая Спортивная Арена) est un stade de football situé à Tiraspol dans la région de Transnistrie en Moldavie. Il fait partie intégrante du Complexe sportif Sheriff en tant que stade principal.
C'est le domicile du FC Sheriff Tiraspol et du FC Tiraspol, deux clubs qui évoluent en Championnat de Moldavie de football. Le stade a une capacité de 13 300 places.
Inauguré en juillet 2002, ce stade moderne a été conçu et bâti selon les recommandations techniques de l'UEFA. 
Il est équipé de sièges individuels repliables et toutes les tribunes sont couvertes d'un toit pour protéger les spectateurs des mauvaises conditions météorologiques. L'éclairage du terrain de jeu est réalisé à partir du toit des tribunes est et ouest, et dans 4 modes : 400, 800, 1200 et 1600 lux. Le stade est équipé d'un système de diffusion de la TV en direct. Au-dessus de la tribune sud se trouve le tableau d'affichage vidéo.
 Cliquez sur une vignette pour l’agrandir.

",//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Sheriff_Stadium_01.jpg/260px-Sheriff_Stadium_01.jpg,12746,Moldova
Dinamo,"Le mot dynamo est l'abréviation de « machine dynamoélectrique ». La dynamo désigne une  machine électrique, à courant continu (ou machine dite de Gramme) qui fonctionne en générateur électrique. Elle convertit l'énergie mécanique en énergie électrique[1] en utilisant l'induction électromagnétique, de façon similaire à une magnéto. La dynamo est moins utilisée que l'autre type de générateur, les alternateurs (machine électrique synchrone - dont les mal nommées ""dynamos"" de bicyclettes), étant en général un peu plus coûteuse et de moindre rendement.
La dynamo était utilisée pour produire l'électricité dans les automobiles jusque dans les années 1960[a]. Depuis, un alternateur, dont le courant alternatif est redressé par des  diodes, la remplace.
On appelle souvent, de manière abusive, « dynamo » le générateur électrique de bicyclette qui produit un courant alternatif alors qu'une dynamo produit un courant continu[1].
On appelle dynamo terrestre le mécanisme qui transforme l'énergie des courants turbulents de particules chargées électriquement circulant entre le noyau et le manteau en un champ magnétique. Entre autres effets, ce champ permet de dévier les particules du vent solaire (constitué de particules électriquement chargées sensibles aux champs magnétiques), protégeant ainsi la Terre d'un flux important de rayonnements ionisants qui, à défaut, aurait empêché le développement de la vie, telle qu'on la connait, sur Terre.
La dynamo met en œuvre l'induction électromagnétique. En faisant tourner une bobine dans le champ magnétique d'un aimant permanent ou d'un électro-aimant, on produit une tension induite dans les fils de celle-ci. Cette tension est collectée grâce à des balais situés sur la ligne neutre, lesquels sont reliés à des collecteurs. La tension ainsi collectée est appliquée à un circuit fermé, ce qui génère un courant induit[2].
Historiquement, grâce à Étienne Œhmichen, la dynamo a été utilisée pour produire l'électricité dans les automobiles jusque dans les années 1960. Les progrès de l’électronique et plus particulièrement de diodes électroniques fiables et compactes a permis d'utiliser un ensemble alternateur + redresseur plus compact et plus fiable[b].
Les premiers appareils électriques, les tubes des postes de radio, les accumulateurs des automobiles demandaient souvent du courant continu qu'on n'obtenait pas avec un bon rendement à partir de courant alternatif tant qu'on ne disposait pas de diodes (à tubes puis à semi-conducteurs) pour faire des redresseurs, d'où la préférence accordée primitivement à la dynamo qui redresse le courant à la source par des commutations mécaniques. En revanche, la tension du courant continu ne peut pas être augmentée ou abaissée avec un transformateur, ce qui a disqualifié très facilement les machines produisant initialement du courant continu.
Ce sont souvent des dynamos qui servent à recharger les gadgets électriques à alimentation manuelle que l'écologie a remis à la mode : récepteurs de radio, lampes-torches et chargeurs de batterie de matériel portable. Dans ces appareils, une dynamo mue par une manivelle recharge un accumulateur ou un super-condensateur (moins sujet au vieillissement qu'un accumulateur).
",Inconnue,2692,Moldova
Malaya_Sportivnaya_Arena,"La Malaya Sportivnaya Arena (en russe : Малая  Спортивная Арена) est un stade omnisports situé à Tiraspol dans la région de Transnistrie en Moldavie. Il fait partie du Complexe sportif Sheriff.
C'est le domicile des équipes réserves du FC Sheriff Tiraspol et du FC Tiraspol. Le stade a une capacité de 9 300 places.
Le stade fut mis en service en septembre 2002.
Ce stade multifonctionnel de 9 300 places dispose d'une piste d'athlétisme de 6 couloirs et d'un terrain de football (105 mètres sur 68). Le terrain de jeu est fait de gazon artificiel de troisième génération produit par ""FieldTurf"" et il est équipé d'un système de drainage. Il permet de jouer en toute saison de l'année. L'éclairage provient de 4 tours d'environ 50 mètres de hauteur et fonctionne en 4 modes : 200, 400, 800 et 1600 lux.

",Inconnue,8914,Moldova
Republican,"

La rivière Republican ((en) Republican River) est une rivière du sud du Nebraska et du nord du Kansas aux États-Unis d'Amérique. Elle forme au confluent avec la rivière Smoky Hill la rivière Kansas. C'est un sous-affluent du Missouri, donc un sous-affluent du Mississippi.
La longueur de son cours d'eau est de 716 km.
La rivière débute au confluent entre les deux rivières North Fork Republican et South Fork Republican près de Benkelman, Nebraska. Elle s'écoule généralement vers l'est, au sud du Nebraska, traverse le lac Harlan County avant de se diriger vers le sud et l'État du Kansas. Finalement la rivière rejoint la rivière Smoky Hill à Junction City pour former la rivière Kansas.
Deux crues de la rivière ont marqué l'histoire. En 1902 la rivière déborda près de Concordia, détruisit un barrage et changea de lit de quelques centaines de mètres. En 1935, l'inondation fut dramatique et fit 113 victimes en plus des graves dégâts dans l'agriculture, l'élevage et sur les routes[1] Son cours a été régulé par la construction en 1967 du barrage-réservoir de Milford juste avant la jonction avec Smoky Hill.
",Inconnue,8009,Moldova
Complexe_Sportif_de_Fès,"Le Complexe sportif de Fès (en arabe : المركب الرياضي لفاس) est un stade de football d'une capacité totale de 45 000 places assises localisé dans la ville de Fès au Maroc et plus précisément sur la route reliant cette ville à Sefrou, il est d'un style architectural typiquement marocain.
Les plans de ce stade réalisés par des architectes et ingénieurs marocains et le lancement des travaux a été fait en 1992, mais ce n'est que 2 années plus tard que débuta sa construction qui devaient s'achever en 1997 pour abriter avec le Stade d'Honneur de Meknès la Coupe d'Afrique des nations Junior 1997 qu'organisait le Maroc. Le stade n'était pas livré à temps, à cause notamment de problèmes techniques, et ce n'est qu'en 2003 que les travaux ont été achevés.
Le complexe tout entier renferme une salle médias, un centre de premiers soins, une infirmerie et un local de contrôle anti-dopage, alors que le parking du stade mis à la disposition des visiteurs peut accueillir jusqu'à 7500 voitures et 350 autocars.
Ce stade entrait également dans les candidatures du Maroc pour l'organisation de la coupe du monde de football en 2006 et 2010. Ainsi, à cette occasion le complexe fut entièrement rénové et a connu de légères modifications avec l'ajout de 5000 places et sa capacité totale fut portée à 45 000 places assises. Mais, le 15 mai 2004 l'organisation a été finalement accordée à l'Afrique du Sud par 14 voix contre 10 pour le Maroc.
Le Stade de Fès est inauguré officiellement le 25 novembre 2007, soit 4 ans après la fin des travaux à l'occasion de la finale de la Coupe du Trône 2006-2007 par un match opposant les FAR de Rabat (D1) au Rachad Bernoussi (D2), match qui se solda par la victoire du FAR de Rabat (1-1, 5 tirs au but à 3). L'entrée était gratuite pour cette rencontre et 40000 spectateurs venus de différentes villes marocaines y assistèrent. Le premier but inscrit à jamais dans ce stade est un but contre son camp de Atik Chihab (FAR de Rabat).
Depuis l’inauguration du stade, l'équipe du Maghreb de Fès a élu domicile, et disputa son premier match dans ce stade, à l'occasion d'un match de championnat l'opposant à la Jeunesse d'El Massira match qui se solda par un score nul de 0-0.

",//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Complexe_sportif_de_F%C3%A8s.jpg/260px-Complexe_sportif_de_F%C3%A8s.jpg,45000,Morocco
Stade_Adrar,"Grand Stade d'Agadir (en amazigh : ⴰⴱⴰⵔⴰⵣ ⵏ ⴰⴷⵔⴰⵔ, et en arabe : ملعب أدرار) est un stade de football situé à Agadir, Maroc. Inauguré le 11 octobre 2013, il est la propriété du Ministère de la Jeunesse et des Sports marocain, et géré par la SONARGES (Société Nationale de Réalisation et de Gestion des Stades). Le stade accueille l'ensemble des matchs du club résident, le Hassania Agadir.
D'un coût total estimé à 860 millions de MAD, les travaux ont commencé le 4 juin 2004. Initialement prévu pour être achevé fin 2007 dans l'objectif de l'organisation de la coupe du monde 2010 par le Maroc, son financement a depuis été étalé, et la construction du stade s'est finalement achevée en août 2013. Il accueille depuis, les rencontres à domicile du Hassania et de l'olympique Dcheira. Il est le stade actuel de l'équipe du Maroc de football.

",Inconnue,45480,Morocco
Stade_Bachir,"Le stade Bachir (en arabe : ملعب البشير) est un stade marocain situé à Mohammedia. Il a une capacité de 15 000 places[1].
Il reçoit les matchs à domicile du Chabab Mohammedia.
D'abord connu sous le nom de stade municipal, il a été rebaptisé stade Bachir en 1959[2],[3].
Ce stade a connu les gloires des équipes de football de Chabab Mohammedia (SCCM, créée en 1954) et Union de Mohammedia (USM). 
En 1983, pour l'inauguration de l'éclairage du stade, le Chabab, renforcé par des joueurs de l'USM, a reçu l'équipe du Bayern de Munich, match qui s'est conclu sur un match nul (2-2)[4].
En avril 2019, le président du Chabab Hicham Ait Manna organise un match mettant en opposition les légendes du Chabab Mohammedia affrontent les légendes du FC Barcelone, à l'occasion du jubilé de Ahmed Faras, le match s'est soldé sur le score de 2-2.

",Inconnue,15000,Morocco
Stade_d'Honneur_de_Meknès,"Le stade d'honneur de Meknès (en arabe : الملعب الشرفي بمكناس) est un stade de football situé à Meknès au Maroc.
Il fut construit en 1962 et a une capacité de 25 000 places. Il est doté d'une pelouse synthétique depuis 2007.
Il accueille les matches du CODM de Meknès, ainsi des matchs de l'équipe nationale du Maroc et des concerts de musique. Il a aussi abrité la finale de la CAN Junior 1997.
Il s'appelait auparavant « stade de la garnison » et abritait des matches de rugby à l'époque de la colonisation française au Maroc (1912-1956).

",Inconnue,20000,Morocco
Stade_de_Marrakech,"Kawkab de Marrakech (depuis 2011), 
Le Grand Stade de Marrakech (en arabe : ملعب مراكش) est un stade de football et d'athlétisme situé à Marrakech au Maroc d'une capacité de 45 240 places assises dont 36 300 couvertes.
Lancement officiel des travaux : septembre 2003.
Inauguré officiellement le 5 janvier 2011 à l'occasion de matchs amicaux internationaux regroupant deux équipes marocaines, le Wydad Athletic Club (Champion du Maroc), et le Kawkab de Marrakech face à deux équipes françaises, l'Olympique lyonnais et le Paris Saint-Germain. Les travaux pour la construction du stade ont duré sept ans et trois mois.
Après plus de sept ans de construction, les Marrakchis découvrent le premier stade au Monde de forme rectangulaire mais doté d’une piste d’athlétisme. Aussi, les espaces entre la piste d’athlétisme et les tribunes sont trop larges ce qui rend les matches de football éloignés et moins spectaculaires.
Le stade se trouve à onze kilomètres au nord de Marrakech. Il est desservi par l'aéroport international Marrakech - Menara, à quatorze kilomètres, et la gare ferroviaire de la ville.
L'accès au terrain est assuré par seize portes et une entrée d'honneur.
Érigé sur une superficie totale de 58 ha, le stade a une capacité globale de 45 240 places dont 36 300 couvertes, 200 places pour la tribune royale, 600 pour la tribune d'honneur, 1 130 pour les médias, 700 pour les handicapés et 42 610 places destinées au public. 
En plus du stade principal, il y a également un stade annexe doté d’une aire d’athlétisme de six couloirs. Sa capacité totale est de 5 000 places. Le stade dispose également d'une salle médias (de 1 000 m2), d'un centre de premiers soins, une infirmerie et d'un parking d'une capacité de 7 500 places. 
Une enveloppe budgétaire d'un milliard de MAD (environ 90 millions d'euros) a été affectée pour la construction du stade. Répondant aux normes internationales de pratique de football ou d'athlétisme de haut niveau, le stade de Marrakech est en mesure d'accueillir des compétitions nationales et internationales.
Vainqueur :  Cameroun
Vainqueur :  Bayern Munich
Vainqueur :  Real Madrid CF
Vainqueur :  Maroc



",//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Stade_de_marrakech.jpg/260px-Stade_de_marrakech.jpg,45240,Morocco
